province_code,province_name,sector_code,sector_name,sector_category,year,employed_thousands,avg_annual_salary_cad,unemployment_rate_pct,part_time_pct
PE,Prince Edward Island,PS-TRANS,Transportation and warehousing (public),Transportation,2011,1.0,71966.0,4.4,14.2
PE,Prince Edward Island,PS-TRANS,Transportation and warehousing (public),Transportation,2012,1.0,72568.0,5.0,26.4
PE,Prince Edward Island,PS-TRANS,Transportation and warehousing (public),Transportation,2013,1.03,71377.0,6.4,21.1
PE,Prince Edward Island,PS-TRANS,Transportation and warehousing (public),Transportation,2014,1.06,79635.0,5.0,16.8
PE,Prince Edward Island,PS-TRANS,Transportation and warehousing (public),Transportation,2015,1.04,78080.0,7.9,26.6
PE,Prince Edward Island,PS-TRANS,Transportation and warehousing (public),Transportation,2016,1.02,83910.0,5.4,19.8
PE,Prince Edward Island,PS-TRANS,Transportation and warehousing (public),Transportation,2017,1.05,84103.0,7.7,27.6
PE,Prince Edward Island,PS-TRANS,Transportation and warehousing (public),Transportation,2018,1.07,86616.0,6.1,17.3
PE,Prince Edward Island,PS-TRANS,Transportation and warehousing (public),Transportation,2019,1.08,83580.0,3.7,25.2
PE,Prince Edward Island,PS-TRANS,Transportation and warehousing (public),Transportation,2020,1.03,88631.0,5.1,27.5
PE,Prince Edward Island,PS-TRANS,Transportation and warehousing (public),Transportation,2021,1.12,92780.0,4.3,22.5
PE,Prince Edward Island,PS-TRANS,Transportation and warehousing (public),Transportation,2022,1.06,96878.0,8.0,16.5
PE,Prince Edward Island,PS-TRANS,Transportation and warehousing (public),Transportation,2023,1.11,98627.0,6.0,22.5
PE,Prince Edward Island,PS-DEF,Defence and security services,Public Administration,2010,0.98,88464.0,7.6,27.5
PE,Prince Edward Island,PS-DEF,Defence and security services,Public Administration,2011,0.98,85758.0,7.5,15.9
PE,Prince Edward Island,PS-DEF,Defence and security services,Public Administration,2012,1.04,89080.0,7.4,13.8
PE,Prince Edward Island,PS-DEF,Defence and security services,Public Administration,2013,1.03,89426.0,6.1,25.6
PE,Prince Edward Island,PS-DEF,Defence and security services,Public Administration,2014,1.0,97163.0,4.9,17.7
PE,Prince Edward Island,PS-DEF,Defence and security services,Public Administration,2015,1.01,92406.0,7.8,24.3
PE,Prince Edward Island,PS-DEF,Defence and security services,Public Administration,2016,1.04,96057.0,6.6,19.4
PE,Prince Edward Island,PS-DEF,Defence and security services,Public Administration,2017,1.04,98455.0,5.6,15.0
PE,Prince Edward Island,PS-DEF,Defence and security services,Public Administration,2018,1.05,106245.0,6.4,20.3
PE,Prince Edward Island,PS-DEF,Defence and security services,Public Administration,2019,1.05,99562.0,4.1,16.8
PE,Prince Edward Island,PS-DEF,Defence and security services,Public Administration,2020,1.08,105101.0,7.3,15.9
PE,Prince Edward Island,PS-DEF,Defence and security services,Public Administration,2021,1.1,111245.0,7.4,25.6
PE,Prince Edward Island,PS-DEF,Defence and security services,Public Administration,2022,1.09,115564.0,7.1,22.9
PE,Prince Edward Island,PS-DEF,Defence and security services,Public Administration,2023,1.06,118322.0,7.4,17.1
QC,Quebec,PS-FED,Federal government,Public Administration,2010,64.82,87876.0,6.0,13.4
QC,Quebec,PS-FED,Federal government,Public Administration,2011,65.84,95369.0,5.3,12.8
QC,Quebec,PS-FED,Federal government,Public Administration,2012,65.24,99030.0,6.0,17.7
QC,Quebec,PS-FED,Federal government,Public Administration,2013,66.31,92659.0,4.8,23.6
QC,Quebec,PS-FED,Federal government,Public Administration,2014,66.41,98267.0,6.9,12.0
QC,Quebec,PS-FED,Federal government,Public Administration,2015,68.04,104111.0,7.2,24.3
QC,Quebec,PS-FED,Federal government,Public Administration,2016,65.62,107992.0,7.0,27.8
QC,Quebec,PS-FED,Federal government,Public Administration,2017,66.68,108481.0,7.6,14.6
QC,Quebec,PS-FED,Federal government,Public Administration,2018,68.03,111914.0,3.7,20.9
QC,Quebec,PS-FED,Federal government,Public Administration,2019,68.99,116752.0,7.9,14.6
QC,Quebec,PS-FED,Federal government,Public Administration,2020,72.18,114881.0,4.5,25.1
QC,Quebec,PS-FED,Federal government,Public Administration,2021,71.19,123923.0,3.9,22.8
QC,Quebec,PS-FED,Federal government,Public Administration,2022,69.28,121812.0,8.4,22.8
QC,Quebec,PS-FED,Federal government,Public Administration,2023,69.58,126664.0,8.1,22.3
QC,Quebec,PS-PROV,Provincial and territorial government,Public Administration,2010,250.22,76500.0,6.0,23.7
QC,Quebec,PS-PROV,Provincial and territorial government,Public Administration,2011,254.12,79182.0,8.4,19.0
QC,Quebec,PS-PROV,Provincial and territorial government,Public Administration,2012,252.21,79564.0,5.5,22.0
QC,Quebec,PS-PROV,Provincial and territorial government,Public Administration,2013,255.73,78574.0,6.8,23.2
QC,Quebec,PS-PROV,Provincial and territorial government,Public Administration,2014,254.34,88901.0,4.6,13.7
QC,Quebec,PS-PROV,Provincial and territorial government,Public Administration,2015,259.99,92490.0,5.0,22.8
QC,Quebec,PS-PROV,Provincial and territorial government,Public Administration,2016,261.73,92099.0,4.9,14.2
QC,Quebec,PS-PROV,Provincial and territorial government,Public Administration,2017,273.15,90635.0,6.1,15.4
QC,Quebec,PS-PROV,Provincial and territorial government,Public Administration,2018,274.0,94580.0,8.0,13.7
QC,Quebec,PS-PROV,Provincial and territorial government,Public Administration,2019,269.09,98342.0,4.8,16.4
QC,Quebec,PS-PROV,Provincial and territorial government,Public Administration,2020,272.18,96290.0,4.9,22.4
QC,Quebec,PS-PROV,Provincial and territorial government,Public Administration,2021,278.76,106738.0,6.9,14.8
QC,Quebec,PS-PROV,Provincial and territorial government,Public Administration,2022,289.29,100184.0,3.5,19.6
QC,Quebec,PS-PROV,Provincial and territorial government,Public Administration,2023,280.62,108494.0,8.5,26.7
QC,Quebec,PS-LOCAL,Local government,Public Administration,2010,132.06,68556.0,5.8,25.5
QC,Quebec,PS-LOCAL,Local government,Public Administration,2011,132.67,69744.0,4.1,18.7
QC,Quebec,PS-LOCAL,Local government,Public Administration,2012,135.62,71735.0,4.0,21.2
QC,Quebec,PS-LOCAL,Local government,Public Administration,2013,133.37,71716.0,8.1,19.3
QC,Quebec,PS-LOCAL,Local government,Public Administration,2014,139.67,75869.0,5.5,25.0
QC,Quebec,PS-LOCAL,Local government,Public Administration,2015,135.39,78422.0,5.0,12.6
QC,Quebec,PS-LOCAL,Local government,Public Administration,2016,139.17,80045.0,4.2,13.8
QC,Quebec,PS-LOCAL,Local government,Public Administration,2017,141.7,82388.0,7.9,27.1
QC,Quebec,PS-LOCAL,Local government,Public Administration,2018,143.97,82596.0,7.2,28.0
QC,Quebec,PS-LOCAL,Local government,Public Administration,2019,141.81,85716.0,5.8,25.7
QC,Quebec,PS-LOCAL,Local government,Public Administration,2020,139.94,84701.0,4.7,23.6
QC,Quebec,PS-LOCAL,Local government,Public Administration,2021,151.4,88277.0,6.8,18.4
QC,Quebec,PS-LOCAL,Local government,Public Administration,2022,152.9,90642.0,7.4,27.6
QC,Quebec,PS-LOCAL,Local government,Public Administration,2023,155.23,88939.0,5.4,14.1
QC,Quebec,PS-HLTH,Health care and social assistance (public),Health & Social,2010,303.82,75339.0,5.6,14.7
QC,Quebec,PS-HLTH,Health care and social assistance (public),Health & Social,2011,310.99,75723.0,8.0,21.1
QC,Quebec,PS-HLTH,Health care and social assistance (public),Health & Social,2012,320.77,79935.0,6.5,20.1
QC,Quebec,PS-HLTH,Health care and social assistance (public),Health & Social,2013,322.81,78833.0,6.2,16.3
QC,Quebec,PS-HLTH,Health care and social assistance (public),Health & Social,2014,325.89,82567.0,5.2,24.9
QC,Quebec,PS-HLTH,Health care and social assistance (public),Health & Social,2015,339.92,86327.0,5.6,17.1
QC,Quebec,PS-HLTH,Health care and social assistance (public),Health & Social,2016,345.03,87653.0,4.7,26.5
QC,Quebec,PS-HLTH,Health care and social assistance (public),Health & Social,2017,371.22,87103.0,3.7,14.1
QC,Quebec,PS-HLTH,Health care and social assistance (public),Health & Social,2018,365.89,89952.0,4.6,24.5
QC,Quebec,PS-HLTH,Health care and social assistance (public),Health & Social,2019,371.63,92041.0,3.7,19.1
QC,Quebec,PS-HLTH,Health care and social assistance (public),Health & Social,2020,389.25,87839.0,4.1,15.1
QC,Quebec,PS-HLTH,Health care and social assistance (public),Health & Social,2021,419.09,91071.0,5.9,26.8
QC,Quebec,PS-HLTH,Health care and social assistance (public),Health & Social,2022,400.61,95073.0,8.4,13.0
QC,Quebec,PS-HLTH,Health care and social assistance (public),Health & Social,2023,419.02,99196.0,6.0,26.8
QC,Quebec,PS-EDU,Educational services (public),Education,2010,209.81,73279.0,4.9,22.5
QC,Quebec,PS-EDU,Educational services (public),Education,2011,210.13,79163.0,7.0,22.3
QC,Quebec,PS-EDU,Educational services (public),Education,2012,216.82,78599.0,5.7,12.1
QC,Quebec,PS-EDU,Educational services (public),Education,2013,217.55,78477.0,3.9,16.4
QC,Quebec,PS-EDU,Educational services (public),Education,2014,224.78,81061.0,8.5,26.7
QC,Quebec,PS-EDU,Educational services (public),Education,2015,230.66,86880.0,7.8,17.1
QC,Quebec,PS-EDU,Educational services (public),Education,2016,220.8,85813.0,6.0,12.3
QC,Quebec,PS-EDU,Educational services (public),Education,2017,234.03,92684.0,5.1,14.9
QC,Quebec,PS-EDU,Educational services (public),Education,2018,233.23,88377.0,7.7,24.1
QC,Quebec,PS-EDU,Educational services (public),Education,2019,237.87,91919.0,3.7,19.4
QC,Quebec,PS-EDU,Educational services (public),Education,2020,219.53,91685.0,5.5,21.5
QC,Quebec,PS-EDU,Educational services (public),Education,2021,256.42,99272.0,6.1,22.9
QC,Quebec,PS-EDU,Educational services (public),Education,2022,250.62,101959.0,5.6,12.3
QC,Quebec,PS-EDU,Educational services (public),Education,2023,258.97,103413.0,6.2,20.8
QC,Quebec,PS-UTIL,Utilities (public),Utilities,2010,38.91,88708.0,6.8,23.3
QC,Quebec,PS-UTIL,Utilities (public),Utilities,2011,40.37,89257.0,4.4,18.6
QC,Quebec,PS-UTIL,Utilities (public),Utilities,2012,40.5,90899.0,6.5,16.8
QC,Quebec,PS-UTIL,Utilities (public),Utilities,2013,40.01,99419.0,5.2,25.2
QC,Quebec,PS-UTIL,Utilities (public),Utilities,2014,40.66,97587.0,4.1,14.5
QC,Quebec,PS-UTIL,Utilities (public),Utilities,2015,40.57,98499.0,4.9,18.9
QC,Quebec,PS-UTIL,Utilities (public),Utilities,2016,40.53,98815.0,4.2,22.5
QC,Quebec,PS-UTIL,Utilities (public),Utilities,2017,40.75,103689.0,4.5,23.7
QC,Quebec,PS-UTIL,Utilities (public),Utilities,2018,40.73,107208.0,3.9,27.2
QC,Quebec,PS-UTIL,Utilities (public),Utilities,2019,41.59,109742.0,3.6,16.5
QC,Quebec,PS-UTIL,Utilities (public),Utilities,2020,40.74,112383.0,4.9,24.4
QC,Quebec,PS-UTIL,Utilities (public),Utilities,2021,42.22,111202.0,5.0,15.8
QC,Quebec,PS-UTIL,Utilities (public),Utilities,2022,42.0,119239.0,5.7,15.9
QC,Quebec,PS-UTIL,Utilities (public),Utilities,2023,42.7,119093.0,6.1,20.9
QC,Quebec,PS-TRANS,Transportation and warehousing (public),Transportation,2010,34.48,68853.0,5.4,17.8
QC,Quebec,PS-TRANS,Transportation and warehousing (public),Transportation,2011,35.44,75208.0,6.5,17.4
QC,Quebec,PS-TRANS,Transportation and warehousing (public),Transportation,2012,35.03,75882.0,4.0,23.1
QC,Quebec,PS-TRANS,Transportation and warehousing (public),Transportation,2013,35.95,69389.0,4.9,19.1
QC,Quebec,PS-TRANS,Transportation and warehousing (public),Transportation,2014,36.01,78924.0,5.9,15.5
QC,Quebec,PS-TRANS,Transportation and warehousing (public),Transportation,2015,36.38,79274.0,7.5,20.0
QC,Quebec,PS-TRANS,Transportation and warehousing (public),Transportation,2016,36.25,81941.0,7.9,23.4
QC,Quebec,PS-TRANS,Transportation and warehousing (public),Transportation,2017,36.28,83238.0,4.1,22.9
QC,Quebec,PS-TRANS,Transportation and warehousing (public),Transportation,2018,36.34,77330.0,5.8,18.2
QC,Quebec,PS-TRANS,Transportation and warehousing (public),Transportation,2019,38.25,85111.0,7.6,24.0
QC,Quebec,PS-TRANS,Transportation and warehousing (public),Transportation,2020,35.89,88403.0,5.5,18.2
QC,Quebec,PS-TRANS,Transportation and warehousing (public),Transportation,2021,39.2,93341.0,7.9,19.6
QC,Quebec,PS-TRANS,Transportation and warehousing (public),Transportation,2022,38.25,90390.0,5.9,23.5
QC,Quebec,PS-TRANS,Transportation and warehousing (public),Transportation,2023,38.49,96305.0,6.6,24.6
QC,Quebec,PS-DEF,Defence and security services,Public Administration,2010,14.0,83900.0,4.3,17.8
QC,Quebec,PS-DEF,Defence and security services,Public Administration,2011,14.48,85720.0,4.4,25.7
QC,Quebec,PS-DEF,Defence and security services,Public Administration,2012,14.07,86472.0,8.4,20.5
QC,Quebec,PS-DEF,Defence and security services,Public Administration,2013,14.42,88694.0,7.4,22.5
QC,Quebec,PS-DEF,Defence and security services,Public Administration,2014,14.62,87463.0,7.2,15.8
QC,Quebec,PS-DEF,Defence and security services,Public Administration,2015,14.19,92724.0,4.7,25.7
QC,Quebec,PS-DEF,Defence and security services,Public Administration,2016,14.07,94439.0,7.1,14.5
QC,Quebec,PS-DEF,Defence and security services,Public Administration,2017,14.64,96846.0,4.7,15.8
QC,Quebec,PS-DEF,Defence and security services,Public Administration,2018,14.68,105011.0,5.1,12.5
QC,Quebec,PS-DEF,Defence and security services,Public Administration,2019,14.61,104982.0,3.9,17.1
QC,Quebec,PS-DEF,Defence and security services,Public Administration,2020,15.47,101843.0,5.6,19.4
QC,Quebec,PS-DEF,Defence and security services,Public Administration,2021,14.77,108087.0,8.1,26.6
QC,Quebec,PS-DEF,Defence and security services,Public Administration,2022,14.68,114988.0,4.3,16.9
QC,Quebec,PS-DEF,Defence and security services,Public Administration,2023,14.93,116095.0,4.4,26.7
SK,Saskatchewan,PS-FED,Federal government,Public Administration,2010,12.39,92264.0,7.8,23.3
SK,Saskatchewan,PS-FED,Federal government,Public Administration,2011,11.82,90908.0,4.6,14.7
SK,Saskatchewan,PS-FED,Federal government,Public Administration,2012,12.29,98335.0,6.6,15.5
SK,Saskatchewan,PS-FED,Federal government,Public Administration,2013,12.08,99882.0,4.3,12.7
SK,Saskatchewan,PS-FED,Federal government,Public Administration,2014,12.32,100488.0,6.8,23.2
SK,Saskatchewan,PS-FED,Federal government,Public Administration,2015,12.27,107772.0,6.2,15.3
SK,Saskatchewan,PS-FED,Federal government,Public Administration,2016,12.16,104024.0,5.0,20.1
SK,Saskatchewan,PS-FED,Federal government,Public Administration,2017,12.54,113477.0,5.7,26.7
SK,Saskatchewan,PS-FED,Federal government,Public Administration,2018,12.1,112330.0,6.6,22.2
SK,Saskatchewan,PS-FED,Federal government,Public Administration,2019,12.95,119172.0,5.1,21.5
SK,Saskatchewan,PS-FED,Federal government,Public Administration,2020,12.77,117433.0,7.8,12.7
SK,Saskatchewan,PS-FED,Federal government,Public Administration,2021,12.87,116771.0,4.5,26.3
SK,Saskatchewan,PS-FED,Federal government,Public Administration,2022,12.41,123539.0,7.3,15.9
SK,Saskatchewan,PS-FED,Federal government,Public Administration,2023,12.74,129973.0,5.5,15.9
SK,Saskatchewan,PS-PROV,Provincial and territorial government,Public Administration,2010,46.98,80627.0,7.7,14.5
SK,Saskatchewan,PS-PROV,Provincial and territorial government,Public Administration,2011,49.57,82484.0,5.6,20.9
SK,Saskatchewan,PS-PROV,Provincial and territorial government,Public Administration,2012,50.24,83267.0,4.9,20.8
SK,Saskatchewan,PS-PROV,Provincial and territorial government,Public Administration,2013,49.64,79787.0,3.8,14.7
SK,Saskatchewan,PS-PROV,Provincial and territorial government,Public Administration,2014,50.23,84750.0,4.2,26.8
SK,Saskatchewan,PS-PROV,Provincial and territorial government,Public Administration,2015,50.33,93252.0,5.3,16.4
SK,Saskatchewan,PS-PROV,Provincial and territorial government,Public Administration,2016,50.93,92747.0,5.2,19.2
SK,Saskatchewan,PS-PROV,Provincial and territorial government,Public Administration,2017,51.4,87650.0,4.6,19.8
SK,Saskatchewan,PS-PROV,Provincial and territorial government,Public Administration,2018,52.04,88977.0,7.1,14.8
SK,Saskatchewan,PS-PROV,Provincial and territorial government,Public Administration,2019,51.97,99242.0,3.8,26.9
SK,Saskatchewan,PS-PROV,Provincial and territorial government,Public Administration,2020,50.91,100224.0,5.6,27.0
SK,Saskatchewan,PS-PROV,Provincial and territorial government,Public Administration,2021,53.82,103385.0,7.3,17.5
SK,Saskatchewan,PS-PROV,Provincial and territorial government,Public Administration,2022,54.89,96282.0,6.3,23.0
SK,Saskatchewan,PS-PROV,Provincial and territorial government,Public Administration,2023,54.75,109336.0,7.8,21.0
SK,Saskatchewan,PS-LOCAL,Local government,Public Administration,2010,28.25,68399.0,6.6,25.2
SK,Saskatchewan,PS-LOCAL,Local government,Public Administration,2011,27.72,70577.0,4.9,20.2
SK,Saskatchewan,PS-LOCAL,Local government,Public Administration,2012,28.46,73216.0,6.6,24.1
SK,Saskatchewan,PS-LOCAL,Local government,Public Administration,2013,28.77,71741.0,8.1,21.6
SK,Saskatchewan,PS-LOCAL,Local government,Public Administration,2014,29.22,76817.0,6.0,22.0
SK,Saskatchewan,PS-LOCAL,Local government,Public Administration,2015,29.61,76245.0,6.3,20.8
SK,Saskatchewan,PS-LOCAL,Local government,Public Administration,2016,30.18,75096.0,4.6,26.7
SK,Saskatchewan,PS-LOCAL,Local government,Public Administration,2017,30.07,81563.0,4.4,15.5
SK,Saskatchewan,PS-LOCAL,Local government,Public Administration,2018,30.15,87013.0,3.8,12.6
SK,Saskatchewan,PS-LOCAL,Local government,Public Administration,2019,30.74,83622.0,6.6,21.0
SK,Saskatchewan,PS-LOCAL,Local government,Public Administration,2020,29.6,89901.0,5.2,25.4
SK,Saskatchewan,PS-LOCAL,Local government,Public Administration,2021,32.04,82198.0,8.0,16.4
SK,Saskatchewan,PS-LOCAL,Local government,Public Administration,2022,32.71,86277.0,5.9,15.5
SK,Saskatchewan,PS-LOCAL,Local government,Public Administration,2023,33.31,93590.0,5.1,21.4
SK,Saskatchewan,PS-HLTH,Health care and social assistance (public),Health & Social,2010,52.56,70334.0,8.5,27.0
SK,Saskatchewan,PS-HLTH,Health care and social assistance (public),Health & Social,2011,53.3,71975.0,6.7,23.7
SK,Saskatchewan,PS-HLTH,Health care and social assistance (public),Health & Social,2012,52.89,78759.0,4.1,17.3
SK,Saskatchewan,PS-HLTH,Health care and social assistance (public),Health & Social,2013,55.12,77529.0,7.7,12.7
SK,Saskatchewan,PS-HLTH,Health care and social assistance (public),Health & Social,2014,57.53,82086.0,4.5,12.1
SK,Saskatchewan,PS-HLTH,Health care and social assistance (public),Health & Social,2015,58.82,80795.0,6.8,18.2
SK,Saskatchewan,PS-HLTH,Health care and social assistance (public),Health & Social,2016,60.34,80872.0,3.8,25.9
SK,Saskatchewan,PS-HLTH,Health care and social assistance (public),Health & Social,2017,61.61,84827.0,8.0,21.2
SK,Saskatchewan,PS-HLTH,Health care and social assistance (public),Health & Social,2018,64.2,85943.0,4.1,22.8
SK,Saskatchewan,PS-HLTH,Health care and social assistance (public),Health & Social,2019,64.89,95081.0,5.7,17.5
SK,Saskatchewan,PS-HLTH,Health care and social assistance (public),Health & Social,2020,69.27,93315.0,4.8,14.8
SK,Saskatchewan,PS-HLTH,Health care and social assistance (public),Health & Social,2021,71.62,91681.0,4.4,12.3
SK,Saskatchewan,PS-HLTH,Health care and social assistance (public),Health & Social,2022,69.7,98895.0,3.9,13.2
SK,Saskatchewan,PS-HLTH,Health care and social assistance (public),Health & Social,2023,70.89,94976.0,8.3,26.6
SK,Saskatchewan,PS-EDU,Educational services (public),Education,2010,38.27,71985.0,5.4,12.6
SK,Saskatchewan,PS-EDU,Educational services (public),Education,2011,38.42,79356.0,4.0,21.0
SK,Saskatchewan,PS-EDU,Educational services (public),Education,2012,38.55,76722.0,5.9,19.1
SK,Saskatchewan,PS-EDU,Educational services (public),Education,2013,39.65,80855.0,4.5,15.8
SK,Saskatchewan,PS-EDU,Educational services (public),Education,2014,40.1,82140.0,5.5,18.5
SK,Saskatchewan,PS-EDU,Educational services (public),Education,2015,40.79,84883.0,4.4,13.7
SK,Saskatchewan,PS-EDU,Educational services (public),Education,2016,41.92,89073.0,4.2,16.7
SK,Saskatchewan,PS-EDU,Educational services (public),Education,2017,42.59,89609.0,5.8,22.4
SK,Saskatchewan,PS-EDU,Educational services (public),Education,2018,42.75,89981.0,4.0,25.1
SK,Saskatchewan,PS-EDU,Educational services (public),Education,2019,44.34,94405.0,4.8,24.9
SK,Saskatchewan,PS-EDU,Educational services (public),Education,2020,40.58,96044.0,6.5,18.8
SK,Saskatchewan,PS-EDU,Educational services (public),Education,2021,45.44,99627.0,6.8,21.4
SK,Saskatchewan,PS-EDU,Educational services (public),Education,2022,45.75,100316.0,5.3,12.8
SK,Saskatchewan,PS-EDU,Educational services (public),Education,2023,46.86,98172.0,8.1,19.8
SK,Saskatchewan,PS-UTIL,Utilities (public),Utilities,2010,6.92,88006.0,7.6,25.8
SK,Saskatchewan,PS-UTIL,Utilities (public),Utilities,2011,7.01,90326.0,6.4,23.5
SK,Saskatchewan,PS-UTIL,Utilities (public),Utilities,2012,6.95,90660.0,8.3,16.8
SK,Saskatchewan,PS-UTIL,Utilities (public),Utilities,2013,6.84,94615.0,4.5,13.8
SK,Saskatchewan,PS-UTIL,Utilities (public),Utilities,2014,7.1,94498.0,5.0,21.7
SK,Saskatchewan,PS-UTIL,Utilities (public),Utilities,2015,6.99,102600.0,7.8,22.7
SK,Saskatchewan,PS-UTIL,Utilities (public),Utilities,2016,7.12,100731.0,8.5,15.9
SK,Saskatchewan,PS-UTIL,Utilities (public),Utilities,2017,7.13,111243.0,6.3,21.8
SK,Saskatchewan,PS-UTIL,Utilities (public),Utilities,2018,7.1,105067.0,3.6,22.1
SK,Saskatchewan,PS-UTIL,Utilities (public),Utilities,2019,7.51,106348.0,4.9,18.8
SK,Saskatchewan,PS-UTIL,Utilities (public),Utilities,2020,7.14,113020.0,5.2,18.3
SK,Saskatchewan,PS-UTIL,Utilities (public),Utilities,2021,7.36,116598.0,5.5,17.3
SK,Saskatchewan,PS-UTIL,Utilities (public),Utilities,2022,7.36,118603.0,7.8,12.7
SK,Saskatchewan,PS-UTIL,Utilities (public),Utilities,2023,7.25,122227.0,6.5,26.7
SK,Saskatchewan,PS-TRANS,Transportation and warehousing (public),Transportation,2010,5.89,66533.0,7.3,23.9
SK,Saskatchewan,PS-TRANS,Transportation and warehousing (public),Transportation,2011,5.96,70902.0,5.3,24.4
SK,Saskatchewan,PS-TRANS,Transportation and warehousing (public),Transportation,2012,6.16,72332.0,7.6,16.4
SK,Saskatchewan,PS-TRANS,Transportation and warehousing (public),Transportation,2013,6.08,73612.0,7.8,21.3
SK,Saskatchewan,PS-TRANS,Transportation and warehousing (public),Transportation,2014,6.25,79413.0,7.1,24.0
SK,Saskatchewan,PS-TRANS,Transportation and warehousing (public),Transportation,2015,6.28,81600.0,8.1,24.1
SK,Saskatchewan,PS-TRANS,Transportation and warehousing (public),Transportation,2016,6.27,82073.0,8.0,26.9
SK,Saskatchewan,PS-TRANS,Transportation and warehousing (public),Transportation,2017,6.19,81856.0,5.3,25.1
SK,Saskatchewan,PS-TRANS,Transportation and warehousing (public),Transportation,2018,6.37,83030.0,4.2,26.4
SK,Saskatchewan,PS-TRANS,Transportation and warehousing (public),Transportation,2019,6.43,89647.0,5.6,24.5
SK,Saskatchewan,PS-TRANS,Transportation and warehousing (public),Transportation,2020,6.19,92442.0,4.2,28.0
SK,Saskatchewan,PS-TRANS,Transportation and warehousing (public),Transportation,2021,6.66,94752.0,6.8,22.9
SK,Saskatchewan,PS-TRANS,Transportation and warehousing (public),Transportation,2022,6.59,98171.0,4.6,25.3
SK,Saskatchewan,PS-TRANS,Transportation and warehousing (public),Transportation,2023,6.73,92861.0,7.4,15.0
SK,Saskatchewan,PS-DEF,Defence and security services,Public Administration,2010,3.91,84603.0,3.9,15.1
SK,Saskatchewan,PS-DEF,Defence and security services,Public Administration,2011,4.05,87473.0,6.3,18.2
SK,Saskatchewan,PS-DEF,Defence and security services,Public Administration,2012,3.96,82948.0,5.7,18.6
SK,Saskatchewan,PS-DEF,Defence and security services,Public Administration,2013,4.13,93467.0,6.9,12.7
SK,Saskatchewan,PS-DEF,Defence and security services,Public Administration,2014,4.06,87586.0,5.4,14.3
SK,Saskatchewan,PS-DEF,Defence and security services,Public Administration,2015,4.09,100670.0,5.3,14.6
SK,Saskatchewan,PS-DEF,Defence and security services,Public Administration,2016,4.08,100069.0,4.8,24.4
SK,Saskatchewan,PS-DEF,Defence and security services,Public Administration,2017,4.11,97556.0,7.1,19.5
SK,Saskatchewan,PS-DEF,Defence and security services,Public Administration,2018,4.23,99590.0,4.2,17.7
SK,Saskatchewan,PS-DEF,Defence and security services,Public Administration,2019,4.23,109505.0,7.4,12.1
SK,Saskatchewan,PS-DEF,Defence and security services,Public Administration,2020,4.33,108809.0,8.3,25.1
SK,Saskatchewan,PS-DEF,Defence and security services,Public Administration,2021,4.38,114155.0,5.3,19.1
SK,Saskatchewan,PS-DEF,Defence and security services,Public Administration,2022,4.31,111916.0,7.2,13.5
SK,Saskatchewan,PS-DEF,Defence and security services,Public Administration,2023,4.26,112204.0,8.2,14.5
YT,Yukon,PS-FED,Federal government,Public Administration,2010,3.0,94960.0,7.6,23.8
YT,Yukon,PS-FED,Federal government,Public Administration,2011,2.93,95017.0,7.6,17.6
YT,Yukon,PS-FED,Federal government,Public Administration,2012,3.0,94220.0,3.5,21.2
YT,Yukon,PS-FED,Federal government,Public Administration,2013,3.14,96654.0,8.2,20.5
YT,Yukon,PS-FED,Federal government,Public Administration,2014,3.08,102766.0,4.5,13.0
YT,Yukon,PS-FED,Federal government,Public Administration,2015,3.13,100779.0,4.0,23.8
YT,Yukon,PS-FED,Federal government,Public Administration,2016,3.11,110313.0,7.5,14.3
YT,Yukon,PS-FED,Federal government,Public Administration,2017,3.11,102738.0,6.7,13.0
YT,Yukon,PS-FED,Federal government,Public Administration,2018,3.07,116915.0,6.9,14.1
YT,Yukon,PS-FED,Federal government,Public Administration,2019,3.11,115916.0,6.4,28.0
YT,Yukon,PS-FED,Federal government,Public Administration,2020,3.21,117751.0,5.3,17.9
YT,Yukon,PS-FED,Federal government,Public Administration,2021,3.2,119157.0,7.9,14.3
YT,Yukon,PS-FED,Federal government,Public Administration,2022,3.19,130870.0,5.1,22.6
YT,Yukon,PS-FED,Federal government,Public Administration,2023,3.3,124730.0,7.8,16.0
YT,Yukon,PS-PROV,Provincial and territorial government,Public Administration,2010,7.19,79755.0,3.6,16.1
YT,Yukon,PS-PROV,Provincial and territorial government,Public Administration,2011,7.0,80132.0,4.1,22.0
YT,Yukon,PS-PROV,Provincial and territorial government,Public Administration,2012,7.11,81332.0,7.4,21.5
YT,Yukon,PS-PROV,Provincial and territorial government,Public Administration,2013,7.14,82313.0,5.8,17.2
YT,Yukon,PS-PROV,Provincial and territorial government,Public Administration,2014,7.41,82864.0,4.4,15.1
YT,Yukon,PS-PROV,Provincial and territorial government,Public Administration,2015,7.33,92498.0,5.7,16.0
YT,Yukon,PS-PROV,Provincial and territorial government,Public Administration,2016,7.36,88208.0,4.9,26.6
YT,Yukon,PS-PROV,Provincial and territorial government,Public Administration,2017,7.55,95988.0,5.2,25.5
YT,Yukon,PS-PROV,Provincial and territorial government,Public Administration,2018,7.54,97121.0,7.7,24.0
YT,Yukon,PS-PROV,Provincial and territorial government,Public Administration,2019,7.68,100789.0,5.3,12.0
YT,Yukon,PS-PROV,Provincial and territorial government,Public Administration,2020,7.37,101361.0,6.5,21.6
